2019-12-02 00:00:00 Launching analysis for BacktestingAlgorithm.py with LEAN Engine v2.5.0.0
2022-02-04 16:00:00 No data available for TSLA at this time.
2022-02-04 16:00:00 No data available for JNJ at this time.
2022-02-04 16:00:00 No data available for PG at this time.
2022-02-07 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-07 16:00:00 No data available for MSFT at this time.
2022-02-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-07 16:00:00 No data available for AMZN at this time.
2022-02-07 16:00:00 No data available for TSLA at this time.
2022-02-07 16:00:00 No data available for JNJ at this time.
2022-02-07 16:00:00 No data available for PG at this time.
2022-02-08 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-08 16:00:00 No data available for MSFT at this time.
2022-02-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-08 16:00:00 No data available for AMZN at this time.
2022-02-08 16:00:00 No data available for TSLA at this time.
2022-02-08 16:00:00 No data available for JNJ at this time.
2022-02-08 16:00:00 No data available for PG at this time.
2022-02-09 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-09 16:00:00 No data available for MSFT at this time.
2022-02-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-09 16:00:00 No data available for AMZN at this time.
2022-02-09 16:00:00 No data available for TSLA at this time.
2022-02-09 16:00:00 No data available for JNJ at this time.
2022-02-09 16:00:00 No data available for PG at this time.
2022-02-10 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-10 16:00:00 No data available for MSFT at this time.
2022-02-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-10 16:00:00 No data available for AMZN at this time.
2022-02-10 16:00:00 No data available for TSLA at this time.
2022-02-10 16:00:00 No data available for JNJ at this time.
2022-02-10 16:00:00 No data available for PG at this time.
2022-02-11 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-11 16:00:00 No data available for MSFT at this time.
2022-02-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-11 16:00:00 No data available for AMZN at this time.
2022-02-11 16:00:00 No data available for TSLA at this time.
2022-02-11 16:00:00 No data available for JNJ at this time.
2022-02-11 16:00:00 No data available for PG at this time.
2022-02-14 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-14 16:00:00 No data available for MSFT at this time.
2022-02-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-14 16:00:00 No data available for AMZN at this time.
2022-02-14 16:00:00 No data available for TSLA at this time.
2022-02-14 16:00:00 No data available for JNJ at this time.
2022-02-14 16:00:00 No data available for PG at this time.
2022-02-15 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-15 16:00:00 No data available for MSFT at this time.
2022-02-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-15 16:00:00 No data available for AMZN at this time.
2022-02-15 16:00:00 No data available for TSLA at this time.
2022-02-15 16:00:00 No data available for JNJ at this time.
2022-02-15 16:00:00 No data available for PG at this time.
2022-02-16 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-16 16:00:00 No data available for MSFT at this time.
2022-02-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-16 16:00:00 No data available for AMZN at this time.
2022-02-16 16:00:00 No data available for TSLA at this time.
2022-02-16 16:00:00 No data available for JNJ at this time.
2022-02-16 16:00:00 No data available for PG at this time.
2022-02-17 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-17 16:00:00 No data available for MSFT at this time.
2022-02-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-17 16:00:00 No data available for AMZN at this time.
2022-02-17 16:00:00 No data available for TSLA at this time.
2022-02-17 16:00:00 No data available for JNJ at this time.
2022-02-17 16:00:00 No data available for PG at this time.
2022-02-18 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-18 16:00:00 No data available for MSFT at this time.
2022-02-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-18 16:00:00 No data available for AMZN at this time.
2022-02-18 16:00:00 No data available for TSLA at this time.
2022-02-18 16:00:00 No data available for JNJ at this time.
2022-02-18 16:00:00 No data available for PG at this time.
2022-02-22 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-22 16:00:00 No data available for MSFT at this time.
2022-02-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-22 16:00:00 No data available for AMZN at this time.
2022-02-22 16:00:00 No data available for TSLA at this time.
2022-02-22 16:00:00 No data available for JNJ at this time.
2022-02-22 16:00:00 No data available for PG at this time.
2022-02-23 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-23 16:00:00 No data available for MSFT at this time.
2022-02-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-23 16:00:00 No data available for AMZN at this time.
2022-02-23 16:00:00 No data available for TSLA at this time.
2022-02-23 16:00:00 No data available for JNJ at this time.
2022-02-23 16:00:00 No data available for PG at this time.
2022-02-24 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-24 16:00:00 No data available for MSFT at this time.
2022-02-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-24 16:00:00 No data available for AMZN at this time.
2022-02-24 16:00:00 No data available for TSLA at this time.
2022-02-24 16:00:00 No data available for JNJ at this time.
2022-02-24 16:00:00 No data available for PG at this time.
2022-02-25 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-25 16:00:00 No data available for MSFT at this time.
2022-02-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-25 16:00:00 No data available for AMZN at this time.
2022-02-25 16:00:00 No data available for TSLA at this time.
2022-02-25 16:00:00 No data available for JNJ at this time.
2022-02-25 16:00:00 No data available for PG at this time.
2022-02-28 16:00:00 Received data for AAPL: Close Price = 122.15
2022-02-28 16:00:00 No data available for MSFT at this time.
2022-02-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-02-28 16:00:00 No data available for AMZN at this time.
2022-02-28 16:00:00 No data available for TSLA at this time.
2022-02-28 16:00:00 No data available for JNJ at this time.
2022-02-28 16:00:00 No data available for PG at this time.
2022-03-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2022-03-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2022-03-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2022-03-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2022-03-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2022-03-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2022-03-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2022-03-01 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-01 16:00:00 No data available for MSFT at this time.
2022-03-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-01 16:00:00 No data available for AMZN at this time.
2022-03-01 16:00:00 No data available for TSLA at this time.
2022-03-01 16:00:00 No data available for JNJ at this time.
2022-03-01 16:00:00 No data available for PG at this time.
2022-03-02 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-02 16:00:00 No data available for MSFT at this time.
2022-03-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-02 16:00:00 No data available for AMZN at this time.
2022-03-02 16:00:00 No data available for TSLA at this time.
2022-03-02 16:00:00 No data available for JNJ at this time.
2022-03-02 16:00:00 No data available for PG at this time.
2022-03-03 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-03 16:00:00 No data available for MSFT at this time.
2022-03-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-03 16:00:00 No data available for AMZN at this time.
2022-03-03 16:00:00 No data available for TSLA at this time.
2022-03-03 16:00:00 No data available for JNJ at this time.
2022-03-03 16:00:00 No data available for PG at this time.
2022-03-04 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-04 16:00:00 No data available for MSFT at this time.
2022-03-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-04 16:00:00 No data available for AMZN at this time.
2022-03-04 16:00:00 No data available for TSLA at this time.
2022-03-04 16:00:00 No data available for JNJ at this time.
2022-03-04 16:00:00 No data available for PG at this time.
2022-03-07 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-07 16:00:00 No data available for MSFT at this time.
2022-03-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-07 16:00:00 No data available for AMZN at this time.
2022-03-07 16:00:00 No data available for TSLA at this time.
2022-03-07 16:00:00 No data available for JNJ at this time.
2022-03-07 16:00:00 No data available for PG at this time.
2022-03-08 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-08 16:00:00 No data available for MSFT at this time.
2022-03-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-08 16:00:00 No data available for AMZN at this time.
2022-03-08 16:00:00 No data available for TSLA at this time.
2022-03-08 16:00:00 No data available for JNJ at this time.
2022-03-08 16:00:00 No data available for PG at this time.
2022-03-09 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-09 16:00:00 No data available for MSFT at this time.
2022-03-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-09 16:00:00 No data available for AMZN at this time.
2022-03-09 16:00:00 No data available for TSLA at this time.
2022-03-09 16:00:00 No data available for JNJ at this time.
2022-03-09 16:00:00 No data available for PG at this time.
2022-03-10 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-10 16:00:00 No data available for MSFT at this time.
2022-03-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-10 16:00:00 No data available for AMZN at this time.
2022-03-10 16:00:00 No data available for TSLA at this time.
2022-03-10 16:00:00 No data available for JNJ at this time.
2022-03-10 16:00:00 No data available for PG at this time.
2022-03-11 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-11 16:00:00 No data available for MSFT at this time.
2022-03-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-11 16:00:00 No data available for AMZN at this time.
2022-03-11 16:00:00 No data available for TSLA at this time.
2022-03-11 16:00:00 No data available for JNJ at this time.
2022-03-11 16:00:00 No data available for PG at this time.
2022-03-14 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-14 16:00:00 No data available for MSFT at this time.
2022-03-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-14 16:00:00 No data available for AMZN at this time.
2022-03-14 16:00:00 No data available for TSLA at this time.
2022-03-14 16:00:00 No data available for JNJ at this time.
2022-03-14 16:00:00 No data available for PG at this time.
2022-03-15 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-15 16:00:00 No data available for MSFT at this time.
2022-03-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-15 16:00:00 No data available for AMZN at this time.
2022-03-15 16:00:00 No data available for TSLA at this time.
2022-03-15 16:00:00 No data available for JNJ at this time.
2022-03-15 16:00:00 No data available for PG at this time.
2022-03-16 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-16 16:00:00 No data available for MSFT at this time.
2022-03-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-16 16:00:00 No data available for AMZN at this time.
2022-03-16 16:00:00 No data available for TSLA at this time.
2022-03-16 16:00:00 No data available for JNJ at this time.
2022-03-16 16:00:00 No data available for PG at this time.
2022-03-17 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-17 16:00:00 No data available for MSFT at this time.
2022-03-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-17 16:00:00 No data available for AMZN at this time.
2022-03-17 16:00:00 No data available for TSLA at this time.
2022-03-17 16:00:00 No data available for JNJ at this time.
2022-03-17 16:00:00 No data available for PG at this time.
2022-03-18 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-18 16:00:00 No data available for MSFT at this time.
2022-03-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-18 16:00:00 No data available for AMZN at this time.
2022-03-18 16:00:00 No data available for TSLA at this time.
2022-03-18 16:00:00 No data available for JNJ at this time.
2022-03-18 16:00:00 No data available for PG at this time.
2022-03-21 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-21 16:00:00 No data available for MSFT at this time.
2022-03-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-21 16:00:00 No data available for AMZN at this time.
2022-03-21 16:00:00 No data available for TSLA at this time.
2022-03-21 16:00:00 No data available for JNJ at this time.
2022-03-21 16:00:00 No data available for PG at this time.
2022-03-22 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-22 16:00:00 No data available for MSFT at this time.
2022-03-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-22 16:00:00 No data available for AMZN at this time.
2022-03-22 16:00:00 No data available for TSLA at this time.
2022-03-22 16:00:00 No data available for JNJ at this time.
2022-03-22 16:00:00 No data available for PG at this time.
2022-03-23 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-23 16:00:00 No data available for MSFT at this time.
2022-03-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-23 16:00:00 No data available for AMZN at this time.
2022-03-23 16:00:00 No data available for TSLA at this time.
2022-03-23 16:00:00 No data available for JNJ at this time.
2022-03-23 16:00:00 No data available for PG at this time.
2022-03-24 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-24 16:00:00 No data available for MSFT at this time.
2022-03-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-24 16:00:00 No data available for AMZN at this time.
2022-03-24 16:00:00 No data available for TSLA at this time.
2022-03-24 16:00:00 No data available for JNJ at this time.
2022-03-24 16:00:00 No data available for PG at this time.
2022-03-25 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-25 16:00:00 No data available for MSFT at this time.
2022-03-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-25 16:00:00 No data available for AMZN at this time.
2022-03-25 16:00:00 No data available for TSLA at this time.
2022-03-25 16:00:00 No data available for JNJ at this time.
2022-03-25 16:00:00 No data available for PG at this time.
2022-03-28 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-28 16:00:00 No data available for MSFT at this time.
2022-03-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-28 16:00:00 No data available for AMZN at this time.
2022-03-28 16:00:00 No data available for TSLA at this time.
2022-03-28 16:00:00 No data available for JNJ at this time.
2022-03-28 16:00:00 No data available for PG at this time.
2022-03-29 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-29 16:00:00 No data available for MSFT at this time.
2022-03-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-29 16:00:00 No data available for AMZN at this time.
2022-03-29 16:00:00 No data available for TSLA at this time.
2022-03-29 16:00:00 No data available for JNJ at this time.
2022-03-29 16:00:00 No data available for PG at this time.
2022-03-30 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-30 16:00:00 No data available for MSFT at this time.
2022-03-30 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-30 16:00:00 No data available for AMZN at this time.
2022-03-30 16:00:00 No data available for TSLA at this time.
2022-03-30 16:00:00 No data available for JNJ at this time.
2022-03-30 16:00:00 No data available for PG at this time.
2022-03-31 16:00:00 Received data for AAPL: Close Price = 122.15
2022-03-31 16:00:00 No data available for MSFT at this time.
2022-03-31 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-03-31 16:00:00 No data available for AMZN at this time.
2022-03-31 16:00:00 No data available for TSLA at this time.
2022-03-31 16:00:00 No data available for JNJ at this time.
2022-03-31 16:00:00 No data available for PG at this time.
2022-04-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2022-04-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2022-04-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2022-04-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2022-04-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2022-04-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2022-04-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2022-04-01 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-01 16:00:00 No data available for MSFT at this time.
2022-04-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-01 16:00:00 No data available for AMZN at this time.
2022-04-01 16:00:00 No data available for TSLA at this time.
2022-04-01 16:00:00 No data available for JNJ at this time.
2022-04-01 16:00:00 No data available for PG at this time.
2022-04-04 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-04 16:00:00 No data available for MSFT at this time.
2022-04-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-04 16:00:00 No data available for AMZN at this time.
2022-04-04 16:00:00 No data available for TSLA at this time.
2022-04-04 16:00:00 No data available for JNJ at this time.
2022-04-04 16:00:00 No data available for PG at this time.
2022-04-05 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-05 16:00:00 No data available for MSFT at this time.
2022-04-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-05 16:00:00 No data available for AMZN at this time.
2022-04-05 16:00:00 No data available for TSLA at this time.
2022-04-05 16:00:00 No data available for JNJ at this time.
2022-04-05 16:00:00 No data available for PG at this time.
2022-04-06 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-06 16:00:00 No data available for MSFT at this time.
2022-04-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-06 16:00:00 No data available for AMZN at this time.
2022-04-06 16:00:00 No data available for TSLA at this time.
2022-04-06 16:00:00 No data available for JNJ at this time.
2022-04-06 16:00:00 No data available for PG at this time.
2022-04-07 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-07 16:00:00 No data available for MSFT at this time.
2022-04-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-07 16:00:00 No data available for AMZN at this time.
2022-04-07 16:00:00 No data available for TSLA at this time.
2022-04-07 16:00:00 No data available for JNJ at this time.
2022-04-07 16:00:00 No data available for PG at this time.
2022-04-08 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-08 16:00:00 No data available for MSFT at this time.
2022-04-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-08 16:00:00 No data available for AMZN at this time.
2022-04-08 16:00:00 No data available for TSLA at this time.
2022-04-08 16:00:00 No data available for JNJ at this time.
2022-04-08 16:00:00 No data available for PG at this time.
2022-04-11 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-11 16:00:00 No data available for MSFT at this time.
2022-04-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-11 16:00:00 No data available for AMZN at this time.
2022-04-11 16:00:00 No data available for TSLA at this time.
2022-04-11 16:00:00 No data available for JNJ at this time.
2022-04-11 16:00:00 No data available for PG at this time.
2022-04-12 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-12 16:00:00 No data available for MSFT at this time.
2022-04-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-12 16:00:00 No data available for AMZN at this time.
2022-04-12 16:00:00 No data available for TSLA at this time.
2022-04-12 16:00:00 No data available for JNJ at this time.
2022-04-12 16:00:00 No data available for PG at this time.
2022-04-13 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-13 16:00:00 No data available for MSFT at this time.
2022-04-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-13 16:00:00 No data available for AMZN at this time.
2022-04-13 16:00:00 No data available for TSLA at this time.
2022-04-13 16:00:00 No data available for JNJ at this time.
2022-04-13 16:00:00 No data available for PG at this time.
2022-04-14 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-14 16:00:00 No data available for MSFT at this time.
2022-04-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-14 16:00:00 No data available for AMZN at this time.
2022-04-14 16:00:00 No data available for TSLA at this time.
2022-04-14 16:00:00 No data available for JNJ at this time.
2022-04-14 16:00:00 No data available for PG at this time.
2022-04-18 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-18 16:00:00 No data available for MSFT at this time.
2022-04-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-18 16:00:00 No data available for AMZN at this time.
2022-04-18 16:00:00 No data available for TSLA at this time.
2022-04-18 16:00:00 No data available for JNJ at this time.
2022-04-18 16:00:00 No data available for PG at this time.
2022-04-19 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-19 16:00:00 No data available for MSFT at this time.
2022-04-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-19 16:00:00 No data available for AMZN at this time.
2022-04-19 16:00:00 No data available for TSLA at this time.
2022-04-19 16:00:00 No data available for JNJ at this time.
2022-04-19 16:00:00 No data available for PG at this time.
2022-04-20 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-20 16:00:00 No data available for MSFT at this time.
2022-04-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-20 16:00:00 No data available for AMZN at this time.
2022-04-20 16:00:00 No data available for TSLA at this time.
2022-04-20 16:00:00 No data available for JNJ at this time.
2022-04-20 16:00:00 No data available for PG at this time.
2022-04-21 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-21 16:00:00 No data available for MSFT at this time.
2022-04-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-21 16:00:00 No data available for AMZN at this time.
2022-04-21 16:00:00 No data available for TSLA at this time.
2022-04-21 16:00:00 No data available for JNJ at this time.
2022-04-21 16:00:00 No data available for PG at this time.
2022-04-22 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-22 16:00:00 No data available for MSFT at this time.
2022-04-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-22 16:00:00 No data available for AMZN at this time.
2022-04-22 16:00:00 No data available for TSLA at this time.
2022-04-22 16:00:00 No data available for JNJ at this time.
2022-04-22 16:00:00 No data available for PG at this time.
2022-04-25 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-25 16:00:00 No data available for MSFT at this time.
2022-04-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-25 16:00:00 No data available for AMZN at this time.
2022-04-25 16:00:00 No data available for TSLA at this time.
2022-04-25 16:00:00 No data available for JNJ at this time.
2022-04-25 16:00:00 No data available for PG at this time.
2022-04-26 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-26 16:00:00 No data available for MSFT at this time.
2022-04-26 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-26 16:00:00 No data available for AMZN at this time.
2022-04-26 16:00:00 No data available for TSLA at this time.
2022-04-26 16:00:00 No data available for JNJ at this time.
2022-04-26 16:00:00 No data available for PG at this time.
2022-04-27 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-27 16:00:00 No data available for MSFT at this time.
2022-04-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-27 16:00:00 No data available for AMZN at this time.
2022-04-27 16:00:00 No data available for TSLA at this time.
2022-04-27 16:00:00 No data available for JNJ at this time.
2022-04-27 16:00:00 No data available for PG at this time.
2022-04-28 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-28 16:00:00 No data available for MSFT at this time.
2022-04-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-28 16:00:00 No data available for AMZN at this time.
2022-04-28 16:00:00 No data available for TSLA at this time.
2022-04-28 16:00:00 No data available for JNJ at this time.
2022-04-28 16:00:00 No data available for PG at this time.
2022-04-29 16:00:00 Received data for AAPL: Close Price = 122.15
2022-04-29 16:00:00 No data available for MSFT at this time.
2022-04-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-04-29 16:00:00 No data available for AMZN at this time.
2022-04-29 16:00:00 No data available for TSLA at this time.
2022-04-29 16:00:00 No data available for JNJ at this time.
2022-04-29 16:00:00 No data available for PG at this time.
2022-05-02 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-02 16:00:00 No data available for MSFT at this time.
2022-05-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-02 16:00:00 No data available for AMZN at this time.
2022-05-02 16:00:00 No data available for TSLA at this time.
2022-05-02 16:00:00 No data available for JNJ at this time.
2022-05-02 16:00:00 No data available for PG at this time.
2022-05-03 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-03 16:00:00 No data available for MSFT at this time.
2022-05-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-03 16:00:00 No data available for AMZN at this time.
2022-05-03 16:00:00 No data available for TSLA at this time.
2022-05-03 16:00:00 No data available for JNJ at this time.
2022-05-03 16:00:00 No data available for PG at this time.
2022-05-04 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-04 16:00:00 No data available for MSFT at this time.
2022-05-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-04 16:00:00 No data available for AMZN at this time.
2022-05-04 16:00:00 No data available for TSLA at this time.
2022-05-04 16:00:00 No data available for JNJ at this time.
2022-05-04 16:00:00 No data available for PG at this time.
2022-05-05 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-05 16:00:00 No data available for MSFT at this time.
2022-05-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-05 16:00:00 No data available for AMZN at this time.
2022-05-05 16:00:00 No data available for TSLA at this time.
2022-05-05 16:00:00 No data available for JNJ at this time.
2022-05-05 16:00:00 No data available for PG at this time.
2022-05-06 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-06 16:00:00 No data available for MSFT at this time.
2022-05-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-06 16:00:00 No data available for AMZN at this time.
2022-05-06 16:00:00 No data available for TSLA at this time.
2022-05-06 16:00:00 No data available for JNJ at this time.
2022-05-06 16:00:00 No data available for PG at this time.
2022-05-09 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-09 16:00:00 No data available for MSFT at this time.
2022-05-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-09 16:00:00 No data available for AMZN at this time.
2022-05-09 16:00:00 No data available for TSLA at this time.
2022-05-09 16:00:00 No data available for JNJ at this time.
2022-05-09 16:00:00 No data available for PG at this time.
2022-05-10 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-10 16:00:00 No data available for MSFT at this time.
2022-05-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-10 16:00:00 No data available for AMZN at this time.
2022-05-10 16:00:00 No data available for TSLA at this time.
2022-05-10 16:00:00 No data available for JNJ at this time.
2022-05-10 16:00:00 No data available for PG at this time.
2022-05-11 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-11 16:00:00 No data available for MSFT at this time.
2022-05-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-11 16:00:00 No data available for AMZN at this time.
2022-05-11 16:00:00 No data available for TSLA at this time.
2022-05-11 16:00:00 No data available for JNJ at this time.
2022-05-11 16:00:00 No data available for PG at this time.
2022-05-12 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-12 16:00:00 No data available for MSFT at this time.
2022-05-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-12 16:00:00 No data available for AMZN at this time.
2022-05-12 16:00:00 No data available for TSLA at this time.
2022-05-12 16:00:00 No data available for JNJ at this time.
2022-05-12 16:00:00 No data available for PG at this time.
2022-05-13 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-13 16:00:00 No data available for MSFT at this time.
2022-05-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-13 16:00:00 No data available for AMZN at this time.
2022-05-13 16:00:00 No data available for TSLA at this time.
2022-05-13 16:00:00 No data available for JNJ at this time.
2022-05-13 16:00:00 No data available for PG at this time.
2022-05-16 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-16 16:00:00 No data available for MSFT at this time.
2022-05-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-16 16:00:00 No data available for AMZN at this time.
2022-05-16 16:00:00 No data available for TSLA at this time.
2022-05-16 16:00:00 No data available for JNJ at this time.
